"","clusterNumber","ANS01.PFC.1A","ANS01.PFC.2A","ANS01.PFC.3A","ANS01.PFC.1B","ANS01.PFC.2B","ANS01.PFC.3B","ANS01.PFC.1C","ANS01.PFC.2C","ANS01.PFC.3C"
"RHOJ",49,51.08976872,66.57928282,41.9424622,32.81698037,40.85570303,49.79333141,40.991245,52.16711455,79.76937438
"HAUS5",49,59.9064319,66.52086399,53.91546699,48.48126184,56.33148248,57.24852076,56.23608591,61.04958868,73.69075895
"ITPRID2",49,733.8633743,782.9460782,690.0145301,626.269228,684.407734,742.3959946,661.1114636,734.882166,840.0814947
"ENPEP",49,56.64435209,66.63063052,49.16936325,25.5419622,40.92875633,50.08179777,39.27049233,49.82966739,82.56733911
"GM37123",49,191.6433262,230.1553311,144.18365,181.1450917,145.2056005,201.9579901,136.8091673,212.0951538,124.5565086
"CLK4",49,1213.555638,1333.477415,1195.511947,922.0346643,976.9844743,1069.013799,983.040479,1215.735667,1464.357166
"TRP73",49,15.48674729,21.29071527,12.52217748,9.294664704,8.699061754,14.15257146,9.584671428,15.09773583,22.07981832
"NRAP",49,13.22830404,8.679224362,9.645025252,6.349826606,8.21503225,6.648166676,9.603922175,11.3129772,15.93438596
"STRADA",49,433.1818328,414.8827643,419.886301,365.810792,376.1969138,368.4188603,422.2256009,424.157639,457.8696712
"GM49767",49,7.663642714,12.76998141,11.50899463,7.918694568,10.73645954,9.468273878,10.55715955,8.810786934,7.126994446
"SLC6A13",49,142.56901,116.0821767,106.0372417,34.15047262,68.99262337,65.42028967,72.43228851,106.5818549,135.2109153
"CDON",49,226.3451929,216.6243605,205.1669177,172.9088789,192.1937085,183.4201073,191.172042,216.2818705,226.0553392
"GALNS",49,108.7354283,86.67076048,83.19488555,60.16989916,82.052793,69.04826338,84.46338726,95.09074037,103.3556372
"OLFML2A",49,83.8191009,59.11086264,62.32002092,26.57020409,44.24680134,43.65847893,58.89087973,78.03611619,81.41907643
"MEGF6",49,73.46614531,106.4729869,79.85229041,49.68868973,30.20285626,47.44151088,64.02742582,88.86143368,130.7838868
"TANC1",49,432.1289483,471.4617313,443.7174181,326.733996,338.7550295,372.5281937,425.2468277,488.4393619,521.8288459
"FAM227A",49,160.9412521,167.724912,169.2295598,135.0414448,130.6918233,125.3080607,156.2121922,188.1368924,198.2620651
"PFKFB2",49,719.795238,739.8236167,672.7795598,582.356096,620.7556606,543.5459043,612.383583,700.5849056,772.4983298
"BC022960",49,9.642555149,3.702837106,1.839645846,8.072557484,5.125612941,7.32932087,2.502223701,9.933230855,2.345387993
"RIOK1",49,275.1575357,269.6993479,261.2097811,220.8402097,218.1413383,214.4511967,225.5724207,258.1267496,297.4045438
"TRAF7",49,769.7099998,689.729755,694.3473853,554.3768416,593.3976881,574.4341913,602.9526527,745.3317676,823.4128536
"GM8113",49,22.4920243,9.529249228,22.65786481,21.03037826,19.59352795,14.7418668,17.80118896,17.52222932,32.05369241
"PRKAB1",49,194.1697479,204.749172,183.9896707,170.1325684,171.8662728,140.3579031,165.6266735,211.8015068,237.5547911
"FAM135A",49,666.121097,659.8023902,644.2053778,569.7367367,531.5376191,481.6417891,591.9487257,675.3105446,764.1178524
"CREBZF",49,1112.758616,1090.967316,1055.660653,1002.254868,954.801673,937.362283,1000.645592,1100.042161,1213.197379
"CETN3",49,915.2296841,797.9110215,907.3753565,893.7796591,847.8901149,669.3601808,718.6386881,875.7323712,915.2648758
"CFAP97D2",49,89.74026365,92.81620234,89.34338788,105.1564738,86.49981161,85.51021567,91.11612258,74.96655094,102.5247655
"EIF5B",49,2321.324737,2107.348853,2236.354017,2252.051186,2197.49316,1641.914742,1892.202717,1996.704365,2276.298427
"GM35558",49,8.883659332,15.68319994,10.41186224,12.66972821,10.63888876,7.19492595,5.632416613,14.13627103,24.82597033
"COMMD2",49,197.9465077,186.6218761,198.4955552,200.7101463,179.312389,129.0070945,173.6703362,202.4138003,189.0902703
"2810410L24RIK",49,31.48013962,25.3766934,31.56440175,25.36095728,22.09065624,9.21572175,17.38230142,25.06140213,28.12933422
"GM37694",49,19.99106745,19.9506279,8.2798692,15.03313548,10.61421622,14.43340822,7.481845877,13.40131661,18.61814945
"LNCPPARA",49,17.60224644,13.87589378,13.47742932,13.79690291,17.40050472,10.6425117,18.07023028,9.650577871,13.27854338
"GM41504",49,15.56951651,8.337094501,9.426539741,10.3442792,2.90474975,13.15034207,4.695613365,5.965409526,9.726327842
"ADAMTS15",49,105.9663042,91.45116354,103.9471136,71.40515384,92.28097266,45.83604085,90.61956649,95.6559255,94.67270489
"CASP3",49,242.576606,232.2635146,239.9750307,178.0290092,196.6184173,139.159698,191.7003432,227.7715499,220.8896717
"SETD6",49,192.7522412,174.1909041,177.5382352,136.9229781,152.7145943,104.1449643,150.7911873,164.9593717,165.1830113
"LCA5L",49,36.89138607,26.67749326,20.38346557,23.80401132,35.08043585,9.843976561,23.58817907,32.03720059,39.74429624
"ZFAS1",49,319.7505703,276.7160508,274.4897205,275.8900564,298.4642013,225.744318,283.6709902,308.5669859,314.2504422
"HIRIP3",49,433.2032573,324.6811272,334.5273978,369.9960885,400.444406,289.5245374,332.019903,378.5581772,403.4515465
"HEXIM2",49,107.1230304,91.95708399,90.54314011,92.25056802,99.86748059,79.9029759,85.50402191,102.1603328,97.68003544
"NAGA",49,257.1076395,185.4553821,229.1138159,188.600148,226.2954864,147.5512949,175.6330924,217.9436566,245.3689234
"TESK2",49,76.74164879,67.36291949,74.07057467,67.55806594,74.90614386,56.16735016,65.90014176,73.51838129,80.24406689
"CHRAC1",49,151.9614282,113.7032306,132.3729728,140.6266283,130.7967839,95.7080247,117.412368,134.1188968,149.3279361
"GM15265",49,5.534388187,7.356094828,1.039296224,4.61888447,7.724351038,8.30679649,3.776888216,2.995667018,3.536546794
"ZBTB49",49,137.6692048,127.4878407,115.153413,118.0775784,122.8189413,87.27809366,101.2448125,138.3429922,140.3597917
"HINFP",49,421.9371989,399.1206733,404.8712606,388.4435523,358.931527,300.9756658,336.1273442,461.6828264,447.4223781
"MSH3",49,404.6564601,349.5178957,354.9579054,367.7840998,369.7936227,335.0913258,339.2047038,413.2751828,413.1820459
"KLHL40",49,86.1189064,63.4657044,67.12184405,76.79851194,77.84990315,49.83868755,61.1928956,96.89813833,97.49931985
"HNRNPUL1",49,1415.614965,1358.974734,1364.198166,1338.501851,1363.796536,1305.935538,1349.273015,1433.64906,1468.771749
"2610028D06RIK",49,36.54419083,23.12409874,39.4867748,26.50672625,21.21661185,13.08361392,21.74515887,34.35275546,17.71577874
"MZF1",49,223.3938867,178.4833301,196.1328812,172.4625803,176.9570362,135.3586108,193.3670331,205.4469399,235.2874601
"CIRBP",49,813.7812302,639.2389734,638.7136076,671.5692971,681.0338453,421.3550477,619.291763,794.4476583,913.059431
"EBF4",49,112.069863,81.86965718,93.09840566,82.57316621,88.79083594,44.44957552,82.77475185,101.9600579,131.8121013
"FAM72A",49,18.84661546,16.7521284,20.83949288,17.28655616,18.38319462,9.530191733,15.08286137,20.10721696,22.16665617
"1700088E04RIK",49,50.98010385,51.64928767,52.41126833,40.14725769,48.73687918,28.84394971,38.77876263,54.86204997,61.51363059
"A230057D06RIK",49,24.38945167,38.85591109,23.86283396,17.32457889,18.33646448,26.24629224,22.58251932,15.69236004,31.87606936
"AKR1C14",49,29.78497874,35.57465652,29.883171,31.94631815,26.96097392,15.19162133,24.27363215,22.44981837,35.01464307
"RLN1",49,9.150304785,9.163677292,7.374460254,8.005586646,7.143227428,0.880479825,5.320299103,5.157885822,10.03423902
"1110002J07RIK",49,8.700370306,10.6276798,7.338175519,12.73529776,12.41826153,9.476345929,21.6109689,9.780350346,6.238490582
"P3H1",49,106.8728126,123.6046888,118.633859,112.8959791,105.2349655,66.36892014,90.83431844,93.84707622,112.4149084
"MRPL17",49,364.2519124,390.4298315,398.4245085,369.6394509,374.8038285,288.666131,351.3347469,340.4295522,399.9461428
"AKR1B10",49,206.7319949,210.8974355,194.8043963,169.4968648,193.3768438,150.4507891,162.7269537,178.5020712,206.4044791
"GIPR",49,41.4794095,47.15916959,47.5463617,25.74730148,35.41597737,19.2960175,24.59000759,27.50622246,40.01356304
"TSPYL2",49,1519.413585,1506.741766,1576.900812,1368.078534,1478.210679,1226.852579,1330.530174,1354.261929,1537.635174
"SEMA4G",49,323.2451036,310.3387782,293.6853948,268.8666743,283.5441486,225.9711227,279.0699366,262.0482424,294.8873763
"UNC45A",49,453.8221689,441.2565019,414.9751605,409.1706984,415.4893503,356.1367436,397.2668439,378.6237102,427.7047782
"HNRNPH3",49,864.9476065,889.4506201,819.4448688,777.5115187,772.3711971,697.3694274,771.378132,743.3608832,875.8696837
"ABCB6",49,312.3369238,293.616932,292.3718318,252.9870247,254.8106272,212.0286648,264.9376716,234.7815741,304.8380241
"ZKSCAN17",49,171.224232,177.1365314,157.3163633,167.9026208,171.3526105,137.1898249,144.7289174,169.4621154,183.7005192
"NCAPD2",49,390.3859834,353.4067905,359.307673,379.9664865,361.6308527,249.9298934,257.656252,377.7635065,429.83331
"LIG1",49,146.4634918,139.0791335,141.0447683,140.0655415,146.913685,103.3608229,113.0279924,138.6175226,168.8945985
"TBC1D23",49,732.6064242,783.9427333,714.9217168,712.2383282,692.3782656,628.9376511,633.3170722,716.0428365,774.3110339
"ELOVL1",49,166.0566733,177.6446059,162.8148216,172.8607449,162.9671004,141.4734156,143.5662624,159.247553,181.6013657
"GM44550",49,135.3721059,224.4154099,173.8186034,122.2285913,137.2863145,161.2861163,177.0662784,158.0856656,171.4659113
"FAM76B",49,420.5964276,457.3652414,405.0639198,393.8725207,368.1406243,322.1706955,296.5701044,410.1482793,490.8272911
"FGD3",49,137.6828526,143.1156941,135.9269495,132.0941674,127.7817537,110.7621555,102.6544908,140.7969512,164.1110936
"GM3693",49,4.392585011,0,4.169239009,5.724377066,6.775890253,3.522726877,3.843622598,0,6.211861184
"TUBGCP3",49,664.5612254,657.8523982,620.0352597,636.5021442,628.7812844,565.9292211,588.4699672,644.3040512,711.9647876
"RAE1",49,505.8481375,506.3848806,483.2029953,470.5375855,462.2706995,400.1447671,419.3986505,494.2850207,575.6305296
"COL9A3",49,142.5983536,147.5832455,141.4575181,139.8714479,119.0682489,107.6832347,119.1537723,127.9442608,168.7782795
"HNRNPU",49,9387.310118,9871.814131,8918.732588,9789.016336,8731.947052,8522.559739,8248.914986,8988.632207,10837.06208
"GM38025",49,4.415930537,3.170870878,8.299991012,9.240257943,4.810948057,8.289829,7.57449411,7.489540782,10.62069477
"GM43598",49,278.499916,262.2145794,299.6977449,317.2429418,296.9567401,256.9586906,256.555007,290.8989722,304.2693175
"RARS2",49,287.936482,289.975703,248.0605445,235.6630272,282.7968879,224.6920218,201.5329332,223.3296255,294.2712802
"SCLT1",49,248.711298,251.8549649,223.9995531,191.4914943,199.0580041,182.3103961,155.9205941,177.5614466,243.0015886
"GM27221",49,0.475180836,2.434972467,1.205860261,5.22755582,3.720180705,4.08892856,6.983846709,5.083720832,4.094321388
"MTIF2",49,505.293793,516.6399349,488.3172823,493.5152785,484.5827935,402.6023363,404.1985874,419.5170953,563.4964011
"C030004G16RIK",49,267.2416569,246.252816,278.1179813,236.629593,258.9985684,220.1199999,260.2322598,252.3907395,264.3172231
"BAZ2B",49,672.5455062,610.0074305,584.5477989,529.4687795,556.7118152,516.4888636,442.7161622,498.8376318,754.7312036
"RREB1",49,705.7433802,597.4746358,555.562154,551.1423509,557.051975,447.4680904,338.9368355,450.1004798,766.3610573
"ANKHD1",49,1352.418094,1161.862764,1235.596845,1211.7045,1204.210427,1057.513619,1046.447003,1096.740774,1387.905796
"GM37132",49,33.41508601,49.73565179,36.70760644,45.33861396,32.11160071,56.09466075,64.1323537,47.50051461,59.77474506
"MIR124-2HG",49,19.76447056,0,4.178206268,30.01747677,4.834004568,21.07456711,5.7511982,4.478910378,10.65665303
"NSUN5",49,177.1146065,159.671123,145.8230275,123.6882602,169.2836333,116.2531854,167.2614126,150.8428548,182.0235232
"CPSF1",49,859.4969496,829.3795801,759.3296441,708.7821401,818.9693843,651.2267838,816.714737,803.5453068,912.8818857
"ARRDC1",49,112.4520298,95.52619194,81.91406851,73.00240925,96.39842254,62.25786116,79.86650047,76.97379055,117.0896558
"ARHGAP17",49,258.4444594,248.6418832,217.6394083,225.2536706,235.430017,195.5781956,226.5250207,223.025298,262.9667139
"GM21119",49,501.0226973,511.4549878,600.1341718,352.6331899,383.7434176,462.5795929,355.9261106,449.5594002,511.464347
"9530082P21RIK",49,8.183697644,15.71594944,14.43757225,11.01625041,12.5191247,12.8573101,10.04302531,6.946603513,18.24591705
"CDK5RAP3",49,375.0444663,373.2622688,292.1481261,308.433114,367.7426945,307.3259512,338.6558444,321.1020897,373.3871596
"TBX15",49,22.11123684,23.13030903,12.47757285,11.53604136,25.07954454,10.64302842,16.11613871,13.47618019,24.8047683
"RDM1",49,63.4841812,54.1141593,39.38522756,43.83623799,58.30583446,39.5940996,51.76902489,49.36565363,60.8345021
"GOLGA5",49,481.196814,464.4778625,404.5139184,421.9658472,490.102714,381.0102109,463.892161,435.8157009,495.6763813
"4833412K13RIK",49,12.07011224,7.438227577,17.75713442,7.967261537,5.85109843,5.933612825,9.524525125,11.8073711,16.85064948
"8430422M14RIK",49,8.62776804,12.75836652,16.62283104,2.185890399,2.798929305,6.444521392,7.28350639,5.848113107,11.69610604
"BC024139",49,10.23567189,11.22442775,7.814901297,8.103104068,9.75919546,6.325857442,7.163643718,7.116983247,11.01579388
"GM47260",49,58.66712271,65.18064436,62.38346939,62.0316897,68.69291425,46.64184486,76.3845435,58.79282978,80.62596785
"PTGR2",49,833.1189009,698.4515291,615.0556719,685.8411218,698.5505625,645.8926542,621.7699422,734.1480188,727.1034632
"MACO1",49,1282.194903,1258.532216,1227.758553,1245.553817,1255.887033,1218.953562,1234.470757,1245.490688,1249.486068
"BC067074",49,34.94284717,20.71013799,12.07153936,20.66766514,20.75911899,12.65741585,9.341253538,16.11487028,20.58390887
"INO80DOS",49,20.98801135,20.01202567,22.93259466,22.93572668,25.11573542,13.05926721,16.12683939,22.37574398,16.83566187
"TRAF3IP1",49,325.9565653,305.5660865,279.0855099,296.6918523,319.8830713,286.1568284,293.5708567,299.8279348,337.3232191
"SLC25A13",49,61.45808866,48.14800666,23.70951346,39.86179793,45.76943322,32.38438555,41.22235393,51.85665675,63.26903844
"GM32031",49,26.57507651,21.99081526,25.09164716,27.5409277,20.34879558,22.60255307,22.68222934,21.63955406,25.64361878
"PBLD2",49,25.03066112,18.86373364,10.38289684,14.57735193,18.85081702,14.48724517,9.475542713,18.04332258,24.31902562
"ZC2HC1C",49,38.65351943,32.63161546,28.06468845,27.70231821,32.76064833,31.88518234,28.47462418,31.52183873,38.91846961
"GM49599",49,37.78300681,27.21964068,37.43371839,35.7753754,17.38909893,37.07483543,37.58526178,27.54961766,24.81160547
"TRERF1",49,836.4494394,803.5916327,721.086027,720.7429539,832.1210065,760.408592,734.4725124,769.3711978,832.4602615
"STIMATE",49,379.4853941,361.947672,295.0262744,313.8330429,346.6238207,322.2050991,307.9844651,341.1309726,359.8142302
"HRCT1",49,10.98996706,10.62024404,4.147296315,4.60732881,8.669843905,5.881834023,4.776003437,6.741733923,12.38704179
"MMS19",49,568.24385,559.4973601,583.163514,508.1649421,530.5057008,512.5617629,472.905855,508.2872726,632.4001903
"GM11346",49,7.335450066,3.444376678,2.745443053,0.711332281,2.455968099,9.064097169,7.903027433,6.303411543,11.34755916
"EPN3",49,5.898310083,6.63546531,7.473249011,4.129511172,6.020656235,6.280713362,3.418197205,2.686396348,10.76741511
"NKTR",49,3357.796368,3375.547081,3457.794622,2863.661323,3201.819393,3087.670308,2675.007795,2540.646044,4066.677994
"RNF20",49,1397.436047,1529.316457,1388.774564,1186.969848,1373.904325,1258.366547,1205.986933,1209.563212,1740.824934
"OLFR648",49,9.979212288,12.60188009,10.39190689,6.92658304,10.62326728,5.96048401,2.823088735,5.965789882,19.49366973
"ZFYVE19",49,211.0139263,204.5214543,183.371537,177.9843879,205.8983531,158.2237037,177.0514341,161.8890653,239.1709458
"GM49125",49,9.925556624,11.60968831,12.46799535,5.754388512,16.44384859,3.556532643,20.84894114,18.69396658,24.7565638
"SNHG14",49,4.390273276,5.296170706,2.089301685,9.16492829,4.842136877,3.534152724,5.731926427,3.716319959,6.210702083
"AKAP8",49,1725.799005,1705.725771,1571.492463,1471.902788,1677.027988,1383.783123,1457.255641,1460.582054,2074.190446
"GM49759",49,16.59796027,24.22307381,20.76225276,10.39753851,11.56821469,13.04255674,14.18652142,13.46657715,15.92394247
"ITM2A",49,793.7526115,747.885396,730.717354,672.1954565,745.3376233,674.8727002,699.0903782,691.2873766,896.4142291
"GM47171",49,9.92988167,3.709368683,14.81746865,0.612191479,8.44703454,2.115180307,11.86693138,1.580579874,4.621128902
"MTF2",49,1081.151756,1036.77425,1049.157711,865.8444442,991.22716,793.60836,936.4613329,878.9427993,1378.19772
"SNX22",49,59.58760769,60.80461204,57.58061712,46.6064223,59.72937414,46.45647198,53.60174766,47.86790597,85.73194841
"TRIM39",49,569.1178081,529.0115462,563.1264312,487.7545977,522.3342223,493.8284733,534.194107,471.9322447,673.7314239
"ANXA3",49,168.269845,158.3449954,158.3898376,137.986832,164.8964547,149.5721672,141.5807572,131.9560892,211.4868373
"1700063D05RIK",49,10.01220955,9.367952594,7.307269539,2.302790933,2.902763429,4.778276107,3.760532439,8.213376967,7.084329154
"PMP22",49,244.3628201,256.8302735,240.4623348,223.9021204,255.351439,240.1275508,229.0609052,218.9200938,291.1669308
"GNL3",49,411.6429612,437.3848808,360.3211952,358.0244491,472.7177966,385.510601,407.3047914,343.0122453,590.9440008
"NOXO1",49,22.75363235,18.65200487,14.41058687,11.68952769,21.35069308,14.27188241,15.41067737,12.22779471,27.2487473
"ZMYND11",49,3963.39406,3980.206218,3597.772626,3460.268547,3925.350457,3598.418646,3681.547575,3368.641748,4354.883463
"JPX",49,12.12226907,9.536976883,3.106429401,5.775329242,8.659502745,10.63972975,4.745616961,15.0113828,5.301428458
"1700109H08RIK",49,66.69681715,40.59382017,30.09583276,21.31748468,41.11128725,32.2422924,31.17334961,26.50955855,92.92635184
"1810059H22RIK",49,6.601987779,7.405165275,14.5917093,3.417811676,10.69918612,5.930860365,5.724805193,8.877184577,5.330609177
"4931406C07RIK",49,406.7090126,457.6528465,358.4283748,389.1301718,392.2414836,323.7937339,348.6531328,378.8392552,488.6242969
"PCDH15",49,519.067052,565.0583965,398.16715,457.4887328,500.3083198,353.3151452,365.6766963,432.3922843,618.0631995
"SRSF5",49,4797.122937,5026.413472,4375.338643,4035.49727,4343.751181,3327.867236,3965.483484,4644.866335,5948.659187
"A830036E02RIK",49,14.13784803,17.81535324,13.45970448,12.13550818,15.01133592,17.61241869,7.536099416,15.43593357,14.39030391
"CEP135",49,207.8768158,224.2037107,189.3708418,195.1495732,179.781886,170.9698888,177.9337637,183.7049225,246.8429726
"GM37672",49,12.11290903,5.294178303,7.272980807,10.39808803,14.43665533,9.429888888,7.606989447,17.23384548,17.67873479
"MFSD2B",49,19.14529497,24.05482374,16.19650491,17.52585718,16.5197087,14.80970205,14.60495775,14.60840036,34.95212494
"CASC1",49,18.85319789,20.20123076,13.55486442,14.57236903,12.68507699,11.1510776,12.10481127,12.45824097,34.00502606
"ZRANB2",49,3724.87387,3874.771886,3694.188421,3521.827044,3591.161827,3401.305884,3588.40211,3719.882756,4461.984614
